experiment,image_encoder,audio_encoder,K,alpha,scope,R@1,R@5,R@10,R@20,routes_correct,routes_total,knn_overlap,pearson_r,nmi,ami,ari,v_measure,homogeneity,completeness,cap_cos_argmax,cap_cos_planmass,cap_cos_chance,cap_cos_identity,cap_cos_lift,cat_precision_10
procrustes,dinov2-small,clap-larger,300,,heldout,0.0,0.04,0.08,0.24,6,15,0.04,0.3939117193222046,0.6989626707414831,0.0355310657626523,0.0196078431372549,0.6989626707414831,0.6648012177543404,0.7368251427109082,0.2652836305109176,0.1643305722965807,0.1747011942491821,0.5352512445368146,0.0905824362617354,0.256
direct,dinov2-small,clap-larger,300,,aggregate,0.5775,0.6875,0.715,0.765,4,15,0.0795,0.37529456615448,0.278905164812038,0.1933840204401204,0.1012681550544813,0.278905164812038,0.2749460079385112,0.2829800093884004,0.3679233515812362,0.2307767961152995,0.2174418922666189,0.3875973658998651,0.1504814593146172,0.37075
direct,dinov2-small,clap-larger,300,,heldout,0.0,0.04,0.04,0.08,3,15,0.008,0.2381674349308014,0.6799563272713054,0.091205901863629,0.074074074074074,0.6799563272713055,0.6217470215547197,0.7501908202177027,0.2699566665827242,0.180342880914145,0.1747011942491821,0.5352512445368146,0.0952554723335421,0.1959999999999999
c-transitive,dinov2-small,clap-unfused,300,0.5,aggregate,0.2425,0.425,0.5175,0.5975,10,15,0.037,0.2020067125558853,0.2091221955663178,0.1146419740812903,0.0456803386273489,0.2091221955663178,0.2094904021389042,0.2087552810644349,0.3407751692053056,0.3273139140784614,0.2174418922666189,0.3875973658998651,0.1233332769386867,0.2935
c-transitive,dinov2-small,clap-unfused,300,0.5,heldout,0.0714285714285714,0.0714285714285714,0.1428571428571428,0.1428571428571428,3,15,0.0214285714285714,0.1253750026226043,0.6317139293190304,-0.0368737577766516,-0.0279720279720279,0.6317139293190305,0.5938325749643626,0.6747575963174954,0.2200486333473533,0.2283471800695677,0.1864979071594143,0.5353957183744474,0.0335507261879389,0.1714285714285714
d,dinov2-small,clap-unfused,0,0.7,aggregate,0.05,0.1675,0.2475,0.3525,6,15,0.0415,0.404097706079483,0.2502901464648707,0.160750772846535,0.0745171445443846,0.2502901464648707,0.2510128795667958,0.2495715632973239,0.5252084373624862,0.4907653176997115,0.2174418922666189,0.3875973658998651,0.3077665450958673,0.1989999999999999
d,dinov2-small,clap-unfused,0,0.7,heldout,0.0714285714285714,0.1428571428571428,0.2142857142857142,0.2857142857142857,5,15,0.0142857142857142,0.2176653891801834,0.7057685874953485,0.0444825333825553,0.0314960629921259,0.7057685874953485,0.6908293954775631,0.7213681810310191,0.450765109521175,0.4104965115247443,0.1864979071594143,0.5353957183744474,0.2642672023617606,0.1392857142857143
unsup,dinov2-small,clap-unfused,0,1.0,aggregate,0.005,0.0225,0.04,0.1075,4,15,0.0989999999999999,0.6764442920684814,0.4316901418786095,0.363748415986818,0.1920098666905485,0.4316901418786096,0.4275303500891779,0.4359316770363137,0.2874734501666432,0.2590302478780603,0.2174418922666189,0.3875973658998651,0.0700315579000242,0.1175
unsup,dinov2-small,clap-unfused,0,1.0,heldout,0.0,0.0357142857142857,0.0357142857142857,0.1071428571428571,0,15,0.0714285714285714,0.3432688117027282,0.6518934960463025,0.0848944408586709,0.0442477876106194,0.6518934960463025,0.5938325749643625,0.7225383996232295,0.2072802150340888,0.1991336499157472,0.1864979071594143,0.5353957183744474,0.0207823078746744,0.1035714285714285
text,dinov2-small,clap-unfused,0,,aggregate,0.0625,0.1675,0.2325,0.32,5,15,0.0345,0.3132737576961517,0.2510307298061127,0.1595756660732982,0.0538729145341583,0.2510307298061127,0.2428783382566718,0.2597494114390125,0.6260784439604461,0.3646712136523085,0.2174418922666189,0.3875973658998651,0.4086365516938272,0.18875
text,dinov2-small,clap-unfused,0,,heldout,0.0357142857142857,0.1785714285714285,0.1785714285714285,0.2142857142857142,3,15,0.0142857142857142,0.3307119905948639,0.6925413381829619,0.0187075998334189,0.0089887640449438,0.692541338182962,0.6710241580734868,0.7154841813124554,0.5353957183744474,0.371744396705261,0.1864979071594143,0.5353957183744474,0.348897811215033,0.1321428571428571
random,dinov2-small,clap-unfused,0,,aggregate,0.0,0.01,0.025,0.04,3,15,0.0069999999999999,0.0114868842065334,0.095112562710945,-0.0124423599049426,-0.0034811724079008,0.095112562710945,0.0946745197849889,0.0955546779794033,0.2007496640301845,0.2182743484366396,0.2174418922666189,0.3875973658998651,-0.0166922282364343,0.06675
random,dinov2-small,clap-unfused,0,,heldout,0.0,0.0,0.0357142857142857,0.0714285714285714,3,15,0.0214285714285714,-0.1522549837827682,0.6424761325824022,0.0122592362597773,0.0066225165562913,0.6424761325824022,0.5995562648639723,0.6920147376109109,0.1376034221206776,0.1832713463364621,0.1864979071594143,0.5353957183744474,-0.0488944850387367,0.0892857142857142
procrustes,dinov2-small,clap-unfused,300,,aggregate,0.655,0.7275,0.7575,0.7725,5,15,0.0755,0.3969288468360901,0.2778731544891095,0.1915178460139658,0.0863790119634976,0.2778731544891095,0.277618960807229,0.2781278140876136,0.3805117133836527,0.2505591468448567,0.2174418922666189,0.3875973658998651,0.1630698211170337,0.3385
procrustes,dinov2-small,clap-unfused,300,,heldout,0.0357142857142857,0.1071428571428571,0.1428571428571428,0.2142857142857142,5,15,0.0785714285714285,0.4391711354255676,0.590124091239159,-0.1280349497159161,-0.08,0.590124091239159,0.5464924568837766,0.6413272819029047,0.2772534013527434,0.1953632028749406,0.1864979071594143,0.5353957183744474,0.090755494193329,0.1464285714285714
direct,dinov2-small,clap-unfused,300,,aggregate,0.455,0.63,0.6875,0.7375,5,15,0.0895,0.43013796210289,0.2726663870090625,0.1862737319112308,0.0793712059275453,0.2726663870090624,0.2670356651435548,0.278539682930968,0.3543291353574795,0.2352957087407464,0.2174418922666189,0.3875973658998651,0.1368872430908606,0.38125
direct,dinov2-small,clap-unfused,300,,heldout,0.0,0.0357142857142857,0.1428571428571428,0.1428571428571428,1,15,0.0857142857142857,0.4013706147670746,0.6882362488603252,0.1709769912997116,0.1182994454713493,0.6882362488603252,0.6302881032522637,0.7579186357512594,0.2556193256977689,0.072373112223384,0.1864979071594143,0.5353957183744474,0.0691214185383546,0.1571428571428571
c-transitive,dinov2-small,mert-330m,300,0.5,aggregate,0.075,0.1975,0.275,0.3375,7,15,0.0185,0.122965432703495,0.1950429723580202,0.0989105940751676,0.0335119750300497,0.1950429723580202,0.1961187741852461,0.1939789086789205,0.3096323383625903,0.2874732940758843,0.2174418922666189,0.3875973658998651,0.0921904460959713,0.1865
c-transitive,dinov2-small,mert-330m,300,0.5,heldout,0.0,0.0416666666666666,0.0416666666666666,0.125,4,15,0.025,0.1891502737998962,0.7247540475563985,0.0758539811191674,0.0515463917525773,0.7247540475563985,0.6656921665752967,0.7953165273960257,0.2095682304081204,0.2228423891472933,0.1916873702557746,0.5639471218832606,0.0178808601523458,0.1416666666666666
d,dinov2-small,mert-330m,0,0.7,aggregate,0.055,0.1475,0.225,0.32,5,15,0.0265,0.3747612535953522,0.1854782557054097,0.0884298200582272,0.0341211711952067,0.1854782557054097,0.1846665645340255,0.1862971138617713,0.5331621872516162,0.4894887554029347,0.2174418922666189,0.3875973658998651,0.3157202949849973,0.12925
d,dinov2-small,mert-330m,0,0.7,heldout,0.0,0.0833333333333333,0.2083333333333333,0.2916666666666667,1,15,0.0,0.5100165605545044,0.7514163550784648,0.0294335861005917,0.0242045145499048,0.7514163550784647,0.7182153407123145,0.7878357177697399,0.4705958281156175,0.4299002211494143,0.1916873702557746,0.5639471218832606,0.2789084578598429,0.0833333333333333
unsup,dinov2-small,mert-330m,0,1.0,aggregate,0.0025,0.0275,0.0525,0.09,5,15,0.11,0.6895537972450256,0.3740354346717199,0.3003589249010682,0.1481412260259106,0.3740354346717199,0.3657108086349742,0.3827478731199464,0.2473921127968763,0.2393046072353303,0.2174418922666189,0.3875973658998651,0.0299502205302573,0.1285
unsup,dinov2-small,mert-330m,0,1.0,heldout,0.0,0.0416666666666666,0.0833333333333333,0.0833333333333333,3,15,0.0499999999999999,0.694972813129425,0.7822269778470925,0.3094592236298029,0.2068965517241379,0.7822269778470926,0.7044616482192135,0.8792917554300062,0.1889151775219687,0.2055698110238316,0.1916873702557746,0.5639471218832606,-0.0027721927338059,0.1124999999999999
text,dinov2-small,mert-330m,0,,aggregate,0.0625,0.1675,0.2325,0.32,3,15,0.016,0.2656248807907104,0.1813086090113924,0.0881970131207914,0.0254584775405403,0.1813086090113924,0.1700662180587251,0.1941425918131619,0.6260784439604461,0.3646712136523085,0.2174418922666189,0.3875973658998651,0.4086365516938272,0.1357499999999999
text,dinov2-small,mert-330m,0,,heldout,0.0,0.0833333333333333,0.2083333333333333,0.25,1,15,0.025,0.3009073734283447,0.7125892975957768,-0.0018856886511255,-0.0020746887966804,0.7125892975957768,0.6605624094867117,0.7735122878754609,0.5639471218832606,0.4841696952901842,0.1916873702557746,0.5639471218832606,0.3722597516274859,0.1125
random,dinov2-small,mert-330m,0,,aggregate,0.0,0.01,0.025,0.04,1,15,0.015,0.0156333297491073,0.1075852613566361,0.001667097186105,0.0048932114996046,0.1075852613566361,0.1066846921547813,0.1085011641428641,0.2007496640301845,0.2182743484366396,0.2174418922666189,0.3875973658998651,-0.0166922282364343,0.076
random,dinov2-small,mert-330m,0,,heldout,0.0,0.0,0.0416666666666666,0.0416666666666666,3,15,0.0,-0.0800550132989883,0.7738223266356768,0.1102238898018182,0.0818137013307047,0.773822326635677,0.739204501181783,0.8118418452536325,0.1885125435753941,0.1889042482429519,0.1916873702557746,0.5639471218832606,-0.0031748266803804,0.0875
procrustes,dinov2-small,mert-330m,300,,aggregate,0.635,0.7125,0.735,0.75,4,15,0.038,0.3490001857280731,0.2502204201989845,0.1606797075122355,0.0765111129773715,0.2502204201989844,0.2484866952441549,0.2519785079990959,0.3705592634129053,0.2174672278785331,0.2174418922666189,0.3875973658998651,0.1531173711462864,0.292
procrustes,dinov2-small,mert-330m,300,,heldout,0.0416666666666666,0.0833333333333333,0.0833333333333333,0.125,2,15,0.025,0.4933940470218658,0.7779915023466575,0.1241034634660025,0.1059154929577464,0.7779915023466574,0.7457227256985164,0.8131792450969655,0.235064781307018,0.1924804514598662,0.1916873702557746,0.5639471218832606,0.0433774110512433,0.125
direct,dinov2-small,mert-330m,300,,aggregate,0.1525,0.265,0.33,0.4175,2,15,0.1245,0.4907659590244293,0.2356958056583077,0.1469836963018217,0.0518344611591814,0.2356958056583077,0.2196802985808322,0.2542301228360007,0.2934786384546779,0.219932513906068,0.2174418922666189,0.3875973658998651,0.0760367461880589,0.2684999999999999
direct,dinov2-small,mert-330m,300,,heldout,0.0,0.0,0.0,0.0416666666666666,3,15,0.1416666666666667,0.5399669408798218,0.7415169198564734,0.2054369119018316,0.1297950604308985,0.7415169198564736,0.6641268235214745,0.8393223975140635,0.244884949439193,0.1902736145366494,0.1916873702557746,0.5639471218832606,0.0531975791834183,0.1666666666666666
c-transitive,dinov2-small,mert-95m,300,0.5,aggregate,0.1225,0.245,0.345,0.46,6,15,0.0165,0.1793908476829528,0.1593954438494161,0.059789045851244,0.0205929827252661,0.1593954438494161,0.1581924750598151,0.1606168486981287,0.2993805595843704,0.2918915353037778,0.2174418922666189,0.3875973658998651,0.0819386673177514,0.17725
c-transitive,dinov2-small,mert-95m,300,0.5,heldout,0.0,0.0,0.1153846153846153,0.1538461538461538,2,15,0.0153846153846153,0.0892915949225425,0.7384275196993708,0.0805218598282508,0.0642704560230333,0.7384275196993709,0.7155190958673948,0.7628513573234077,0.2750052285869984,0.252649499793776,0.205744398386436,0.5547238885446087,0.0692608302005623,0.1076923076923077
d,dinov2-small,mert-95m,0,0.7,aggregate,0.05,0.1325,0.2175,0.3175,4,15,0.0185,0.4159777760505676,0.1750280939857573,0.0787515108521479,0.0286033030417328,0.1750280939857573,0.1732022375725632,0.1768928560126544,0.5313237411394143,0.4897168656091176,0.2174418922666189,0.3875973658998651,0.3138818488727953,0.12275
d,dinov2-small,mert-95m,0,0.7,heldout,0.0,0.1153846153846153,0.2307692307692307,0.2692307692307692,1,15,0.0153846153846153,0.2773877382278442,0.7170831801242871,0.0054923550686669,0.0039008080245193,0.7170831801242873,0.6948369271409798,0.7408010436749491,0.4897072883446087,0.4365825409631557,0.205744398386436,0.5547238885446087,0.2839628899581726,0.1153846153846153
unsup,dinov2-small,mert-95m,0,1.0,aggregate,0.0025,0.02,0.0275,0.06,0,15,0.0885,0.6693289875984192,0.2903244043704294,0.2057555097967096,0.0860181760815189,0.2903244043704294,0.2720965198259663,0.3111698298694721,0.2066625774269061,0.225191827395737,0.2174418922666189,0.3875973658998651,-0.0107793148397128,0.09025
unsup,dinov2-small,mert-95m,0,1.0,heldout,0.0,0.0,0.0,0.1153846153846153,2,15,0.0538461538461538,0.5750163793563843,0.6800148686580916,0.1615932694465001,0.0803256714491386,0.6800148686580916,0.5977953850245472,0.788457624057164,0.1803024096142939,0.2100407285593312,0.205744398386436,0.5547238885446087,-0.0254419887721421,0.1192307692307692
text,dinov2-small,mert-95m,0,,aggregate,0.0625,0.1675,0.2325,0.32,5,15,0.023,0.2829581797122955,0.1845252455950398,0.0936140832654016,0.031378962753049,0.1845252455950398,0.1771447515007271,0.1925474730425138,0.6260784439604461,0.3646712136523085,0.2174418922666189,0.3875973658998651,0.4086365516938272,0.126
text,dinov2-small,mert-95m,0,,heldout,0.0,0.1923076923076923,0.3076923076923077,0.3076923076923077,1,15,0.0,0.1282504647970199,0.7032439797026567,-0.0050252273222537,-0.0046367851622874,0.7032439797026566,0.6741547584145644,0.7349567570372151,0.5547238885446087,0.4016497990797643,0.205744398386436,0.5547238885446087,0.3489794901581726,0.1269230769230769
random,dinov2-small,mert-95m,0,,aggregate,0.0,0.01,0.025,0.04,3,15,0.0135,-0.0179685316979885,0.088160203454403,-0.0180563639453229,-0.0049295650042103,0.088160203454403,0.0869261795352713,0.089429768900575,0.2007496640301845,0.2182743484366396,0.2174418922666189,0.3875973658998651,-0.0166922282364343,0.0785
random,dinov2-small,mert-95m,0,,heldout,0.0,0.0384615384615384,0.0384615384615384,0.0384615384615384,2,15,0.023076923076923,-0.1252194344997406,0.6774959825848621,-0.0178617006562762,-0.0141987829614604,0.6774959825848621,0.6368271617475647,0.7237135070963236,0.2015571436673894,0.2056010435708251,0.205744398386436,0.5547238885446087,-0.0041872547190466,0.0769230769230769
procrustes,dinov2-small,mert-95m,300,,aggregate,0.735,0.7525,0.7675,0.7875,7,15,0.0255,0.2493024170398712,0.2023478202643722,0.1091197504140027,0.0407016087666404,0.2023478202643723,0.1999837472708241,0.2047684548441012,0.3622771482276528,0.2164971514022606,0.2174418922666189,0.3875973658998651,0.1448352559610338,0.2945
procrustes,dinov2-small,mert-95m,300,,heldout,0.0,0.0,0.0384615384615384,0.1153846153846153,2,15,0.0153846153846153,0.2999647259712219,0.7351187393321164,0.0701697125475019,0.0511763695689507,0.7351187393321161,0.7104496378301868,0.7615626493527327,0.2206931128531661,0.2080851782865766,0.205744398386436,0.5547238885446087,0.01494871446673,0.1269230769230769
direct,dinov2-small,mert-95m,300,,aggregate,0.275,0.42,0.4725,0.525,3,15,0.111,0.4356692135334015,0.2364633190751265,0.150907180760443,0.056695306330012,0.2364633190751266,0.2115662968298262,0.2680016240710309,0.3015230677629654,0.2195257751818981,0.2174418922666189,0.3875973658998651,0.0840811754963464,0.26025
direct,dinov2-small,mert-95m,300,,heldout,0.0,0.0,0.0,0.0,2,15,0.1846153846153846,0.4077804088592529,0.6090891424170393,0.0978279991650751,0.0359750532400365,0.6090891424170394,0.5081415980172944,0.7600885312865449,0.2356174921688579,0.2063857819013518,0.205744398386436,0.5547238885446087,0.0298730937824218,0.1307692307692307
c-transitive,vit-mae-base,clap-fused,300,0.5,aggregate,0.0925,0.185,0.2475,0.32,3,15,0.022,0.1611092835664749,0.1737525817031864,0.0757674983886875,0.027044203751031,0.1737525817031864,0.1769835979901088,0.1706374213504593,0.2782947336779564,0.2658233202276116,0.2174418922666189,0.3875973658998651,0.0608528414113374,0.15975
c-transitive,vit-mae-base,clap-fused,300,0.5,heldout,0.0,0.0,0.0,0.088235294117647,1,15,0.0117647058823529,0.1045617088675499,0.661232579949386,0.0476202752020053,0.0324030876240563,0.661232579949386,0.6483545406884927,0.674632570517157,0.139605550175953,0.2123279805077491,0.1950028703395659,0.5979519847520942,-0.0553973201636129,0.0911764705882353
d,vit-mae-base,clap-fused,0,0.7,aggregate,0.065,0.1525,0.24,0.345,4,15,0.023,0.3478267192840576,0.1521119184327649,0.0515790785115962,0.0204383948551742,0.1521119184327649,0.1546590339954054,0.1496473415966014,0.5306389323214256,0.4916440884199728,0.2174418922666189,0.3875973658998651,0.3131970400548066,0.177
d,vit-mae-base,clap-fused,0,0.7,heldout,0.0588235294117647,0.1470588235294117,0.2647058823529412,0.3529411764705882,6,15,0.0058823529411764,0.2951453924179077,0.6577078167765983,0.0514140112976679,0.0368398079441292,0.6577078167765983,0.6432049680357266,0.6728797665595868,0.4960007543715132,0.4599035412835002,0.1950028703395659,0.5979519847520942,0.3009978840319472,0.2205882352941176
unsup,vit-mae-base,clap-fused,0,1.0,aggregate,0.0025,0.0075,0.0275,0.0775,1,15,0.107,0.6642146110534668,0.3763735540952009,0.3053294664910516,0.1480549676848103,0.3763735540952009,0.3744625835128626,0.3783041289870621,0.2427998670542126,0.2234764997792186,0.2174418922666189,0.3875973658998651,0.0253579747875937,0.07725
unsup,vit-mae-base,clap-fused,0,1.0,heldout,0.0,0.0,0.0,0.0294117647058823,2,15,0.0470588235294117,0.5275002717971802,0.666502754373497,0.1686234423770163,0.1341256366723259,0.6665027543734969,0.629562302502966,0.7080484936897835,0.2175505009005018,0.1915892560465239,0.1950028703395659,0.5979519847520942,0.0225476305609359,0.0294117647058823
text,vit-mae-base,clap-fused,0,,aggregate,0.0625,0.1675,0.2325,0.32,2,15,0.023,0.0701390355825424,0.123407103882864,0.0211538223714308,0.0027898026736715,0.123407103882864,0.1222235194914057,0.124613835544032,0.6260784439604461,0.3646712136523085,0.2174418922666189,0.3875973658998651,0.4086365516938272,0.1652499999999999
text,vit-mae-base,clap-fused,0,,heldout,0.0588235294117647,0.1764705882352941,0.2352941176470588,0.3235294117647059,6,15,0.0294117647058823,-0.0326540172100067,0.6610986496696627,0.1193128491917491,0.0815906210392902,0.6610986496696626,0.6326311836080558,0.6922488210988139,0.5979519847520942,0.3626443798641041,0.1950028703395659,0.5979519847520942,0.4029491144125282,0.1764705882352941
random,vit-mae-base,clap-fused,0,,aggregate,0.0,0.01,0.025,0.04,0,15,0.01,0.0198554769158363,0.1094103382919542,0.0036561959009397,0.0011187005025594,0.1094103382919542,0.1111186171947277,0.1077537884876599,0.2007496640301845,0.2182743484366396,0.2174418922666189,0.3875973658998651,-0.0166922282364343,0.0684999999999999
random,vit-mae-base,clap-fused,0,,heldout,0.0,0.0294117647058823,0.0588235294117647,0.0588235294117647,5,15,0.0117647058823529,0.078776478767395,0.6509562662718611,0.0463977295613888,0.0324030876240563,0.6509562662718611,0.6334162938313275,0.6694953049941439,0.1741921782989046,0.1955702692185008,0.1950028703395659,0.5979519847520942,-0.0208106920406613,0.0676470588235294
procrustes,vit-mae-base,clap-fused,300,,aggregate,0.0125,0.0425,0.07,0.1425,2,15,0.0065,0.2089829593896865,0.0927676410898809,0.0593042006249707,0.0081223025998453,0.0927676410898808,0.0527271286743531,0.3855536613365837,0.29084866932592,0.2245959083268991,0.2174418922666189,0.3875973658998651,0.073406777059301,0.1114999999999999
procrustes,vit-mae-base,clap-fused,300,,heldout,0.0,0.0,0.0,0.0,1,15,0.0,0.3752747774124145,0.1588404936951347,0.0720994205151504,0.0144454852215914,0.1588404936951347,0.0862719895539747,1.000000000000001,0.2501446262183613,0.1997570149268235,0.1950028703395659,0.5979519847520942,0.0551417558787953,0.0970588235294117
direct,vit-mae-base,clap-fused,300,,aggregate,0.0075,0.0375,0.07,0.1225,2,15,0.0135,0.1988257616758346,0.1981608394324173,0.1670030194404919,0.0348428296065958,0.1981608394324173,0.1318036536850231,0.399079178411505,0.2884896842055839,0.2255863627916595,0.2174418922666189,0.3875973658998651,0.0710477919389649,0.1332499999999999
direct,vit-mae-base,clap-fused,300,,heldout,0.0,0.0,0.0,0.0,2,15,0.0,0.1775304675102234,0.2436797622795651,0.0687721698339475,0.0172712552907422,0.2436797622795651,0.147470610643378,0.7010257616693979,0.2342801213774526,0.2009627242748816,0.1950028703395659,0.5979519847520942,0.0392772510378866,0.1147058823529411
c-transitive,vit-mae-base,clap-larger,300,0.5,aggregate,0.105,0.225,0.285,0.375,6,15,0.02,0.1394110918045044,0.175610769330089,0.0783055486940173,0.0290297650121469,0.175610769330089,0.1771538220645867,0.1740943652064763,0.2754418377306046,0.2689840599680102,0.2174418922666189,0.3875973658998651,0.0579999454639857,0.1685
c-transitive,vit-mae-base,clap-larger,300,0.5,heldout,0.0,0.0384615384615384,0.0769230769230769,0.0769230769230769,1,15,0.0076923076923076,0.0987013727426529,0.7648353083529505,0.0267954400300854,0.0217157600516018,0.7648353083529504,0.7697592467020371,0.7599739637695051,0.2342808474020911,0.2249982994335976,0.192154621662689,0.6228372345921207,0.0421262257394021,0.1346153846153846
d,vit-mae-base,clap-larger,0,0.7,aggregate,0.055,0.1475,0.235,0.3425,5,15,0.022,0.3167073130607605,0.1629463125911319,0.0636744104375154,0.0241273403815486,0.1629463125911319,0.1653967314165971,0.1605674416282492,0.5265673692657513,0.4907469374452586,0.2174418922666189,0.3875973658998651,0.3091254769991324,0.17875
d,vit-mae-base,clap-larger,0,0.7,heldout,0.1538461538461538,0.2692307692307692,0.3461538461538461,0.3461538461538461,3,15,0.0384615384615384,0.1037271916866302,0.7055849965479792,0.0465890326043775,0.030140256639809,0.7055849965479792,0.666348403069961,0.7497314330371219,0.5032749826159532,0.4802761443511878,0.192154621662689,0.6228372345921207,0.3111203609532641,0.2076923076923077
unsup,vit-mae-base,clap-larger,0,1.0,aggregate,0.0075,0.0175,0.0375,0.07,4,15,0.1025,0.6855726838111877,0.3406668731861476,0.2623649942290411,0.1100833813983628,0.3406668731861476,0.3393195971790704,0.3420248906210018,0.2448428218249972,0.2201166688333289,0.2174418922666189,0.3875973658998651,0.0274009295583782,0.0939999999999999
unsup,vit-mae-base,clap-larger,0,1.0,heldout,0.0384615384615384,0.0384615384615384,0.0384615384615384,0.0384615384615384,0,15,0.023076923076923,0.4527644515037536,0.729806795992631,0.1472375558575,0.1379310344827586,0.7298067959926311,0.6859978545449987,0.7795928675701045,0.2547634578258039,0.196355685179955,0.192154621662689,0.6228372345921207,0.0626088361631148,0.0923076923076923
text,vit-mae-base,clap-larger,0,,aggregate,0.0625,0.1675,0.2325,0.32,3,15,0.0165,0.0674779266119003,0.1301331965977404,0.0265789477001956,0.0049498943508211,0.1301331965977404,0.12734377292657,0.1330475598549437,0.6260784439604461,0.3646712136523085,0.2174418922666189,0.3875973658998651,0.4086365516938272,0.17725
text,vit-mae-base,clap-larger,0,,heldout,0.0769230769230769,0.1923076923076923,0.3076923076923077,0.3846153846153846,4,15,0.0,0.1038040071725845,0.6972379396204487,-0.0116005687004077,-0.0096468279921517,0.6972379396204487,0.6653156858185835,0.7323778784701239,0.6228372345921207,0.4775600491543879,0.192154621662689,0.6228372345921207,0.4306826129294316,0.1961538461538461
random,vit-mae-base,clap-larger,0,,aggregate,0.0,0.01,0.025,0.04,3,15,0.0145,0.0093673784285783,0.0981747422390676,-0.0085995261023785,0.0005510299299079,0.0981747422390676,0.0997526762144334,0.0966459518665272,0.2007496640301845,0.2182743484366396,0.2174418922666189,0.3875973658998651,-0.0166922282364343,0.06575
random,vit-mae-base,clap-larger,0,,heldout,0.0,0.0,0.0769230769230769,0.0769230769230769,1,15,0.0153846153846153,0.0575575977563858,0.7273361263007702,0.0058704771462412,0.0039008080245193,0.7273361263007704,0.7104496378301868,0.7450449003646135,0.1607304615293449,0.1898211883905383,0.192154621662689,0.6228372345921207,-0.031424160133344,0.0538461538461538
procrustes,vit-mae-base,clap-larger,300,,aggregate,0.035,0.0725,0.115,0.1825,3,15,0.0235,0.1929584592580795,0.192664425489083,0.1411423806723389,0.0450888589766099,0.192664425489083,0.1485035226850974,0.2742057455891865,0.2963373599289904,0.2230339102131066,0.2174418922666189,0.3875973658998651,0.0788954676623715,0.1155
procrustes,vit-mae-base,clap-larger,300,,heldout,0.0,0.0,0.0,0.0,1,15,0.023076923076923,0.1364938765764236,0.4953197846367754,0.2126912339483448,0.0922305192954454,0.4953197846367754,0.3521806717150927,0.8344850443808203,0.2473609188408912,0.1917037171869211,0.192154621662689,0.6228372345921207,0.0552062971782021,0.1307692307692307
direct,vit-mae-base,clap-larger,300,,aggregate,0.0075,0.045,0.0825,0.1275,3,15,0.0295,0.2668125331401825,0.3038406475318748,0.2641250776726535,0.0801220876127357,0.3038406475318748,0.2389464507628517,0.4171255623486631,0.3073759645265284,0.2237544031808174,0.2174418922666189,0.3875973658998651,0.0899340722599094,0.144
direct,vit-mae-base,clap-larger,300,,heldout,0.0,0.0,0.0,0.0,1,15,0.0153846153846153,0.1538615077733993,0.5045100786723433,0.1723928660435364,0.1066520065970313,0.5045100786723433,0.370530279711695,0.79025948277218,0.2494924724768147,0.1925441228895685,0.192154621662689,0.6228372345921207,0.0573378508141257,0.1423076923076923
c-transitive,vit-mae-base,clap-unfused,300,0.5,aggregate,0.09,0.175,0.24,0.3225,5,15,0.0215,0.1620418578386306,0.1890233468054367,0.0929049531040007,0.0378485686641056,0.1890233468054367,0.1915713612455318,0.1865422229326949,0.2809874091197721,0.2686742089568176,0.2174418922666189,0.3875973658998651,0.0635455168531531,0.174
c-transitive,vit-mae-base,clap-unfused,300,0.5,heldout,0.0,0.0,0.0714285714285714,0.1428571428571428,3,15,0.0,0.0604491680860519,0.6582676526461176,-0.0011839873277792,-0.0050165546302799,0.6582676526461176,0.6338184459381994,0.6846787690474151,0.2208199173416173,0.2460569162642535,0.2219554164439705,0.6389389281304482,-0.0011354991023531,0.1071428571428571
d,vit-mae-base,clap-unfused,0,0.7,aggregate,0.0575,0.1425,0.23,0.33,6,15,0.0204999999999999,0.3287363648414612,0.1707689367354146,0.0723508209967365,0.0256590725097626,0.1707689367354146,0.1738373650002305,0.1678069521527705,0.5275268624824204,0.4913884658633962,0.2174418922666189,0.3875973658998651,0.3100849702158015,0.19425
d,vit-mae-base,clap-unfused,0,0.7,heldout,0.1071428571428571,0.1785714285714285,0.25,0.3571428571428571,3,15,0.0142857142857142,0.3347939848899841,0.6575790367421622,0.0015027294074095,-0.0024479804161566,0.6575790367421622,0.6328306194240091,0.6843419322266961,0.5433613787352892,0.518969747620954,0.2219554164439705,0.6389389281304482,0.3214059622913187,0.225
unsup,vit-mae-base,clap-unfused,0,1.0,aggregate,0.0,0.0075,0.0275,0.065,0,15,0.0914999999999999,0.686484158039093,0.3597512314841243,0.2843589843641715,0.1597160512167488,0.3597512314841243,0.353404840699997,0.3663297253966707,0.2296384307946936,0.2239935242202447,0.2174418922666189,0.3875973658998651,0.0121965385280747,0.0782499999999999
unsup,vit-mae-base,clap-unfused,0,1.0,heldout,0.0,0.0,0.0,0.0357142857142857,0,15,0.0285714285714285,0.5182226896286011,0.7048403967238996,0.1699633233336042,0.1044422507403751,0.7048403967238996,0.6707668066826955,0.7425609850617725,0.1868299722339942,0.2179463058574932,0.2219554164439705,0.6389389281304482,-0.0351254442099763,0.0571428571428571
